SensorID,Local,Latitude,Longitude,Temperatura,Umidade,Vibracao,Qualidade_Solo,Risco,Data_Registro,Local_Enc,Risco_Enc
SENSOR-01434,Morro Azul,-23.455398,-46.778538,16.08,78.68,9.42,86.23,Alto,2025-04-01,2,0
SENSOR-01435,Vale Seguro,-23.114626,-46.642872,22.6,52.11,1.95,94.3,Baixo,2025-04-01,4,1
SENSOR-01436,Encosta Verde,-23.022416,-46.630159,38.94,47.37,6.85,8.58,Alto,2025-04-25,1,0
SENSOR-01437,Encosta Verde,-23.202031,-46.514001,18.08,62.79,3.87,19.94,Alto,2025-05-20,1,0
SENSOR-01438,Morro Azul,-23.022173,-46.744811,35.39,26.6,0.87,33.73,Médio,2025-05-14,2,2
SENSOR-01439,Vale Seguro,-23.214325,-46.763012,36.66,76.22,1.88,47.15,Médio,2025-04-08,4,2
SENSOR-01440,Vale Seguro,-23.390287,-46.799275,21.29,48.75,4.93,3.91,Alto,2025-04-29,4,0
SENSOR-01441,Encosta Verde,-23.073331,-46.50626,39.91,75.34,7.06,43.79,Alto,2025-04-23,1,0
SENSOR-01442,Serra Branca,-23.331153,-46.433193,24.31,73.58,1.71,56.55,Baixo,2025-05-18,3,1
SENSOR-01443,Encosta Verde,-23.17994,-46.421964,25.77,27.99,3.86,17.16,Alto,2025-06-02,1,0
SENSOR-01444,Serra Branca,-23.015223,-46.413639,16.13,60.87,5.18,12.95,Alto,2025-03-28,3,0
SENSOR-01445,Vale Seguro,-23.020789,-46.681526,35.19,34.09,7.7,2.33,Alto,2025-03-08,4,0
SENSOR-01446,Vale Seguro,-23.084575,-46.594685,28.05,77.17,6.59,50.9,Médio,2025-03-17,4,2
SENSOR-01447,Morro Azul,-23.039132,-46.475319,21.58,30.5,8.73,88.21,Alto,2025-04-11,2,0
SENSOR-01448,Encosta Verde,-23.036062,-46.534798,25.29,58.46,7.34,60.8,Alto,2025-03-23,1,0
SENSOR-01449,Vale Seguro,-23.393998,-46.522542,33.49,20.08,7.69,4.25,Alto,2025-05-04,4,0
SENSOR-01450,Morro Azul,-23.415075,-46.625021,20.18,47.89,2.53,29.75,Alto,2025-05-31,2,0
SENSOR-01451,Encosta Verde,-23.222285,-46.750222,30.85,94.43,5.87,86.65,Médio,2025-03-17,1,2
SENSOR-01452,Colina Alta,-23.079549,-46.765495,29.68,66.73,9.71,97.63,Alto,2025-05-19,0,0
SENSOR-01453,Vale Seguro,-23.015194,-46.334181,29.03,62.89,8.09,13.53,Alto,2025-05-04,4,0
SENSOR-01454,Morro Azul,-23.313392,-46.786368,17.97,54.76,8.24,73.38,Alto,2025-04-16,2,0
SENSOR-01455,Serra Branca,-23.210537,-46.648659,17.81,34.13,0.21,72.21,Baixo,2025-05-16,3,1
SENSOR-01456,Encosta Verde,-23.035489,-46.771184,28.08,79.39,8.45,5.56,Alto,2025-03-08,1,0
SENSOR-01457,Vale Seguro,-23.448445,-46.677776,36.42,66.53,8.12,43.57,Alto,2025-05-21,4,0
SENSOR-01458,Encosta Verde,-23.338596,-46.712542,27.84,21.0,3.65,92.97,Baixo,2025-05-22,1,1
SENSOR-01459,Encosta Verde,-23.231306,-46.371846,39.63,24.49,2.48,21.66,Alto,2025-04-04,1,0
SENSOR-01460,Morro Azul,-23.018966,-46.639772,37.72,40.51,0.98,52.07,Baixo,2025-05-17,2,1
SENSOR-01461,Encosta Verde,-23.49534,-46.697163,22.82,77.34,9.8,24.86,Alto,2025-05-15,1,0
SENSOR-01462,Colina Alta,-23.334714,-46.641931,29.23,74.42,6.92,20.44,Alto,2025-03-08,0,0
SENSOR-01463,Morro Azul,-23.301125,-46.494333,25.83,74.65,1.29,73.97,Baixo,2025-04-05,2,1
SENSOR-01464,Morro Azul,-23.153364,-46.777902,23.84,95.6,2.52,28.81,Alto,2025-05-28,2,0
SENSOR-01465,Encosta Verde,-23.35388,-46.341468,24.11,72.76,2.01,87.12,Baixo,2025-05-01,1,1
SENSOR-01466,Morro Azul,-23.027411,-46.635882,39.45,68.27,0.28,26.08,Alto,2025-05-03,2,0
SENSOR-01467,Serra Branca,-23.101745,-46.446188,24.12,74.0,8.81,77.86,Alto,2025-05-15,3,0
SENSOR-01468,Serra Branca,-23.163607,-46.713246,34.26,95.62,2.84,46.98,Médio,2025-04-27,3,2
SENSOR-01469,Encosta Verde,-23.113313,-46.66224,16.86,56.95,2.53,72.85,Baixo,2025-03-12,1,1
SENSOR-01470,Morro Azul,-23.398738,-46.621731,21.53,75.28,8.91,68.77,Alto,2025-03-10,2,0
SENSOR-01471,Morro Azul,-23.166978,-46.759272,16.2,31.38,2.78,3.33,Alto,2025-03-18,2,0
SENSOR-01472,Morro Azul,-23.327502,-46.58384,38.67,78.23,5.57,64.56,Médio,2025-04-14,2,2
SENSOR-01473,Morro Azul,-23.333397,-46.752001,27.43,23.89,6.74,71.74,Médio,2025-04-06,2,2
SENSOR-01474,Morro Azul,-23.22146,-46.58964,31.98,87.31,2.05,41.92,Médio,2025-04-10,2,2
SENSOR-01475,Serra Branca,-23.237048,-46.476135,24.83,65.38,4.34,65.26,Médio,2025-05-29,3,2
SENSOR-01476,Colina Alta,-23.403531,-46.476176,30.32,30.51,3.28,62.72,Baixo,2025-05-19,0,1
SENSOR-01477,Colina Alta,-23.368715,-46.772546,17.25,42.2,9.76,52.96,Alto,2025-04-02,0,0
SENSOR-01478,Encosta Verde,-23.456083,-46.575247,37.49,83.28,5.15,89.73,Médio,2025-03-21,1,2
SENSOR-01479,Serra Branca,-23.111297,-46.726735,26.57,91.17,4.93,69.17,Médio,2025-04-02,3,2
SENSOR-01480,Morro Azul,-23.435983,-46.550006,30.8,62.28,0.02,14.11,Alto,2025-04-30,2,0
SENSOR-01481,Encosta Verde,-23.025428,-46.598887,33.91,27.17,5.92,27.53,Alto,2025-03-06,1,0
SENSOR-01482,Vale Seguro,-23.439629,-46.54952,31.47,28.15,4.65,26.13,Alto,2025-05-23,4,0
SENSOR-01483,Colina Alta,-23.247071,-46.481476,25.87,97.16,0.03,4.86,Alto,2025-05-21,0,0
SENSOR-01484,Serra Branca,-23.107317,-46.38027,35.46,82.6,5.9,83.17,Médio,2025-05-03,3,2
SENSOR-01485,Serra Branca,-23.265708,-46.720583,33.46,36.97,7.57,52.34,Alto,2025-05-24,3,0
SENSOR-01486,Morro Azul,-23.40986,-46.696742,37.16,64.01,8.49,4.24,Alto,2025-05-23,2,0
SENSOR-01487,Colina Alta,-23.450866,-46.483856,17.94,92.86,7.89,93.96,Alto,2025-04-30,0,0
SENSOR-01488,Morro Azul,-23.301402,-46.521595,20.72,89.24,2.7,0.55,Alto,2025-04-24,2,0
SENSOR-01489,Morro Azul,-23.199045,-46.498801,32.81,82.78,7.6,29.02,Alto,2025-04-05,2,0
SENSOR-01490,Morro Azul,-23.331075,-46.702771,15.49,43.22,9.32,8.39,Alto,2025-04-12,2,0
SENSOR-01491,Encosta Verde,-23.125282,-46.328981,37.18,74.91,0.31,3.07,Alto,2025-05-31,1,0
SENSOR-01492,Vale Seguro,-23.20036,-46.646958,34.79,47.54,4.55,17.28,Alto,2025-04-07,4,0
SENSOR-01493,Vale Seguro,-23.442401,-46.401307,39.39,71.95,3.33,18.57,Alto,2025-04-29,4,0
SENSOR-01494,Encosta Verde,-23.44025,-46.442444,17.49,39.94,4.44,50.93,Médio,2025-05-05,1,2
SENSOR-01495,Morro Azul,-23.229392,-46.656731,37.59,59.19,4.08,35.87,Médio,2025-03-22,2,2
SENSOR-01496,Colina Alta,-23.04176,-46.573864,19.6,63.61,3.01,51.19,Baixo,2025-06-01,0,1
SENSOR-01497,Colina Alta,-23.387274,-46.422355,29.95,57.15,6.53,15.34,Alto,2025-03-19,0,0
SENSOR-01498,Serra Branca,-23.400501,-46.544617,23.11,65.14,7.34,21.45,Alto,2025-05-11,3,0
SENSOR-01499,Serra Branca,-23.09595,-46.586766,24.45,53.41,9.16,24.41,Alto,2025-05-09,3,0
SENSOR-01500,Serra Branca,-23.254569,-46.442539,36.89,67.04,2.85,15.02,Alto,2025-03-06,3,0
SENSOR-01501,Morro Azul,-23.378446,-46.419972,35.61,23.07,6.67,36.1,Médio,2025-03-27,2,2
SENSOR-01502,Serra Branca,-23.493948,-46.345323,27.03,88.58,1.97,57.04,Baixo,2025-05-29,3,1
SENSOR-01503,Serra Branca,-23.240464,-46.750742,26.88,90.44,1.51,48.93,Médio,2025-04-14,3,2
SENSOR-01504,Encosta Verde,-23.025349,-46.779803,28.36,79.45,5.77,28.65,Alto,2025-06-02,1,0
SENSOR-01505,Serra Branca,-23.283734,-46.50341,24.25,45.41,0.07,23.36,Alto,2025-04-01,3,0
SENSOR-01506,Encosta Verde,-23.226038,-46.316976,16.51,83.07,3.41,6.94,Alto,2025-05-20,1,0
SENSOR-01507,Vale Seguro,-23.122942,-46.374721,15.3,87.46,4.43,86.41,Médio,2025-05-23,4,2
SENSOR-01508,Colina Alta,-23.254264,-46.418547,23.82,56.97,3.44,88.72,Baixo,2025-03-20,0,1
SENSOR-01509,Morro Azul,-23.019835,-46.563123,17.55,93.7,3.38,29.16,Alto,2025-04-16,2,0
SENSOR-01510,Encosta Verde,-23.115101,-46.397312,16.57,20.78,7.34,43.06,Alto,2025-03-23,1,0
SENSOR-01511,Encosta Verde,-23.03235,-46.404708,38.57,87.14,5.42,47.09,Médio,2025-03-20,1,2
SENSOR-01512,Morro Azul,-23.248982,-46.421785,19.48,55.51,3.17,58.88,Baixo,2025-05-16,2,1
SENSOR-01513,Colina Alta,-23.340144,-46.317405,21.04,80.71,3.83,27.06,Alto,2025-03-21,0,0
SENSOR-01514,Colina Alta,-23.318327,-46.393454,25.39,31.96,5.64,0.09,Alto,2025-03-14,0,0
SENSOR-01515,Serra Branca,-23.363272,-46.728382,32.38,21.23,0.65,92.7,Baixo,2025-05-24,3,1
SENSOR-01516,Serra Branca,-23.307251,-46.431913,33.96,93.77,4.89,3.89,Alto,2025-05-11,3,0
SENSOR-01517,Colina Alta,-23.414597,-46.477396,26.33,80.03,4.59,92.24,Médio,2025-05-26,0,2
SENSOR-01518,Encosta Verde,-23.473778,-46.731847,29.55,73.75,7.25,33.77,Alto,2025-03-06,1,0
SENSOR-01519,Serra Branca,-23.419544,-46.562623,30.58,60.86,6.74,11.28,Alto,2025-05-28,3,0
SENSOR-01520,Encosta Verde,-23.485873,-46.609158,18.75,30.38,2.17,33.23,Médio,2025-05-26,1,2
SENSOR-01521,Morro Azul,-23.323308,-46.642464,20.3,37.4,3.0,51.83,Baixo,2025-05-04,2,1
SENSOR-01522,Morro Azul,-23.03873,-46.336557,38.95,93.66,2.66,82.45,Baixo,2025-03-25,2,1
SENSOR-01523,Vale Seguro,-23.299973,-46.486324,30.53,23.2,0.89,96.97,Baixo,2025-05-28,4,1
SENSOR-01524,Serra Branca,-23.171833,-46.395414,22.77,93.86,0.44,99.62,Baixo,2025-03-21,3,1
SENSOR-01525,Vale Seguro,-23.485283,-46.345879,31.64,83.61,8.75,84.83,Alto,2025-03-05,4,0
SENSOR-01526,Colina Alta,-23.052624,-46.762083,20.28,84.17,3.84,14.77,Alto,2025-05-03,0,0
SENSOR-01527,Vale Seguro,-23.009236,-46.41207,26.74,92.46,0.72,25.22,Alto,2025-04-14,4,0
SENSOR-01528,Vale Seguro,-23.187923,-46.411713,23.7,90.69,5.67,24.82,Alto,2025-06-02,4,0
SENSOR-01529,Vale Seguro,-23.49632,-46.408685,30.71,30.83,9.54,75.9,Alto,2025-04-18,4,0
SENSOR-01530,Morro Azul,-23.328963,-46.642182,19.12,79.07,9.81,81.57,Alto,2025-05-31,2,0
SENSOR-01531,Colina Alta,-23.059121,-46.39011,26.52,89.98,7.39,52.29,Alto,2025-05-17,0,0
SENSOR-01532,Morro Azul,-23.475874,-46.482336,30.13,20.4,9.2,83.88,Alto,2025-03-10,2,0
SENSOR-01533,Serra Branca,-23.425855,-46.333874,27.66,75.89,0.46,82.61,Baixo,2025-04-07,3,1
SENSOR-01534,Vale Seguro,-23.07314,-46.380111,39.68,98.13,9.15,3.44,Alto,2025-05-22,4,0
SENSOR-01535,Vale Seguro,-23.047837,-46.333361,32.98,66.37,5.32,35.56,Médio,2025-03-20,4,2
SENSOR-01536,Colina Alta,-23.160714,-46.731532,39.33,34.27,3.5,28.84,Alto,2025-04-29,0,0
SENSOR-01537,Morro Azul,-23.005854,-46.698412,27.14,46.4,9.85,44.11,Alto,2025-03-14,2,0
SENSOR-01538,Morro Azul,-23.318,-46.399625,28.22,75.08,9.67,61.3,Alto,2025-04-04,2,0
SENSOR-01539,Serra Branca,-23.47323,-46.510094,15.64,30.22,2.55,90.37,Baixo,2025-03-15,3,1
SENSOR-01540,Vale Seguro,-23.384094,-46.78007,27.81,49.25,7.55,99.53,Alto,2025-03-06,4,0
SENSOR-01541,Morro Azul,-23.238925,-46.409979,35.08,34.58,0.86,66.84,Baixo,2025-04-15,2,1
SENSOR-01542,Encosta Verde,-23.001574,-46.426829,26.06,71.74,0.94,11.27,Alto,2025-04-26,1,0
SENSOR-01543,Colina Alta,-23.361541,-46.526452,33.58,59.3,2.83,35.66,Médio,2025-05-23,0,2
SENSOR-01544,Vale Seguro,-23.172381,-46.395222,17.2,43.89,3.56,32.83,Médio,2025-04-12,4,2
SENSOR-01545,Morro Azul,-23.264722,-46.719608,30.84,70.05,4.14,89.38,Médio,2025-03-31,2,2
SENSOR-01546,Encosta Verde,-23.495286,-46.777457,17.67,88.92,0.64,94.66,Baixo,2025-04-13,1,1
SENSOR-01547,Serra Branca,-23.144365,-46.680121,16.07,94.96,8.31,50.28,Alto,2025-04-08,3,0
SENSOR-01548,Morro Azul,-23.286041,-46.426168,39.97,36.88,8.05,35.89,Alto,2025-04-09,2,0
SENSOR-01549,Serra Branca,-23.093003,-46.311743,28.67,53.74,7.58,29.99,Alto,2025-04-30,3,0
SENSOR-01550,Serra Branca,-23.367538,-46.573028,15.28,91.98,6.59,26.54,Alto,2025-03-04,3,0
SENSOR-01551,Colina Alta,-23.216697,-46.594371,32.51,46.04,2.52,62.55,Baixo,2025-03-22,0,1
SENSOR-01552,Encosta Verde,-23.395817,-46.581526,26.12,93.67,5.06,13.12,Alto,2025-04-21,1,0
SENSOR-01553,Serra Branca,-23.27268,-46.742462,15.23,35.56,9.15,0.24,Alto,2025-03-09,3,0
SENSOR-01554,Encosta Verde,-23.435942,-46.504329,31.99,86.74,1.98,65.72,Baixo,2025-03-11,1,1
SENSOR-01555,Vale Seguro,-23.368421,-46.318116,29.03,53.6,2.17,53.77,Baixo,2025-04-10,4,1
SENSOR-01556,Encosta Verde,-23.054565,-46.584664,33.6,42.53,3.07,15.98,Alto,2025-04-20,1,0
SENSOR-01557,Colina Alta,-23.096545,-46.700731,33.08,40.11,7.11,45.89,Alto,2025-04-17,0,0
SENSOR-01558,Encosta Verde,-23.044195,-46.773629,35.49,74.95,9.35,69.87,Alto,2025-04-17,1,0
SENSOR-01559,Encosta Verde,-23.091521,-46.409807,25.24,89.07,6.75,72.33,Médio,2025-05-18,1,2
SENSOR-01560,Colina Alta,-23.320478,-46.334413,33.23,84.95,3.46,33.52,Médio,2025-05-20,0,2
SENSOR-01561,Vale Seguro,-23.388866,-46.464741,36.67,93.42,6.2,50.84,Médio,2025-05-23,4,2
SENSOR-01562,Morro Azul,-23.244257,-46.697331,19.86,31.58,6.7,78.46,Médio,2025-04-26,2,2
SENSOR-01563,Encosta Verde,-23.424608,-46.458904,24.0,71.5,7.89,20.08,Alto,2025-04-25,1,0
SENSOR-01564,Encosta Verde,-23.373742,-46.441221,18.17,25.46,1.69,81.67,Baixo,2025-04-13,1,1
SENSOR-01565,Colina Alta,-23.144821,-46.529743,18.67,86.58,1.97,74.2,Baixo,2025-03-19,0,1
SENSOR-01566,Vale Seguro,-23.121245,-46.456703,31.89,81.22,8.42,24.88,Alto,2025-03-16,4,0
SENSOR-01567,Vale Seguro,-23.299369,-46.567403,30.62,71.88,6.56,79.55,Médio,2025-04-19,4,2
SENSOR-01568,Vale Seguro,-23.122265,-46.325654,23.51,24.24,0.69,22.24,Alto,2025-05-02,4,0
SENSOR-01569,Encosta Verde,-23.287753,-46.756658,37.64,79.55,5.27,12.91,Alto,2025-03-29,1,0
SENSOR-01570,Colina Alta,-23.043429,-46.586281,21.63,99.72,8.61,38.4,Alto,2025-03-21,0,0
SENSOR-01571,Colina Alta,-23.464378,-46.375174,35.46,46.49,7.81,27.2,Alto,2025-03-16,0,0
SENSOR-01572,Serra Branca,-23.409266,-46.486648,28.75,53.16,5.29,41.28,Médio,2025-03-14,3,2
SENSOR-01573,Vale Seguro,-23.345228,-46.371585,26.18,83.49,4.86,69.13,Médio,2025-03-13,4,2
SENSOR-01574,Vale Seguro,-23.377236,-46.372736,36.48,65.31,6.23,31.59,Médio,2025-05-26,4,2
SENSOR-01575,Morro Azul,-23.412682,-46.787301,20.86,45.71,1.28,41.83,Médio,2025-03-16,2,2
SENSOR-01576,Vale Seguro,-23.055246,-46.418051,20.1,88.95,5.57,21.77,Alto,2025-03-28,4,0
SENSOR-01577,Colina Alta,-23.101127,-46.680199,27.7,49.58,8.25,45.05,Alto,2025-05-06,0,0
SENSOR-01578,Colina Alta,-23.437504,-46.4283,26.21,49.39,7.74,45.5,Alto,2025-03-23,0,0
SENSOR-01579,Morro Azul,-23.40491,-46.708073,25.5,30.76,0.05,39.6,Médio,2025-04-03,2,2
SENSOR-01580,Serra Branca,-23.005378,-46.735717,22.57,61.28,9.93,4.02,Alto,2025-03-07,3,0
SENSOR-01581,Vale Seguro,-23.023819,-46.736977,38.61,90.81,4.57,60.2,Médio,2025-03-09,4,2
SENSOR-01582,Morro Azul,-23.217006,-46.451247,36.83,33.49,5.28,10.93,Alto,2025-06-01,2,0
SENSOR-01583,Colina Alta,-23.147679,-46.371363,23.07,95.99,9.76,6.07,Alto,2025-04-19,0,0
SENSOR-01584,Vale Seguro,-23.304151,-46.3732,24.4,26.97,5.31,36.1,Médio,2025-03-28,4,2
SENSOR-01585,Colina Alta,-23.487241,-46.369476,33.86,84.51,2.24,53.36,Baixo,2025-04-09,0,1
SENSOR-01586,Encosta Verde,-23.444497,-46.359359,20.35,71.68,8.62,64.03,Alto,2025-03-09,1,0
SENSOR-01587,Encosta Verde,-23.222623,-46.489247,35.64,22.68,9.63,92.37,Alto,2025-05-04,1,0
SENSOR-01588,Vale Seguro,-23.355038,-46.790619,29.28,44.35,3.67,45.22,Médio,2025-05-22,4,2
SENSOR-01589,Morro Azul,-23.320537,-46.558797,35.49,59.03,0.74,67.65,Baixo,2025-03-30,2,1
SENSOR-01590,Encosta Verde,-23.281056,-46.401995,33.99,74.93,6.38,70.36,Médio,2025-04-16,1,2
SENSOR-01591,Morro Azul,-23.417985,-46.67879,30.54,50.47,4.33,7.51,Alto,2025-04-26,2,0
SENSOR-01592,Colina Alta,-23.353224,-46.45693,23.32,28.15,2.15,57.39,Baixo,2025-03-07,0,1
SENSOR-01593,Colina Alta,-23.213795,-46.705537,19.68,70.01,3.33,98.71,Baixo,2025-03-09,0,1
SENSOR-01594,Morro Azul,-23.462459,-46.582625,38.75,62.7,3.51,93.81,Baixo,2025-03-23,2,1
SENSOR-01595,Colina Alta,-23.015299,-46.740055,34.59,81.37,9.95,38.02,Alto,2025-06-01,0,0
SENSOR-01596,Morro Azul,-23.22738,-46.618181,21.63,45.3,6.07,72.79,Médio,2025-04-20,2,2
SENSOR-01597,Encosta Verde,-23.146682,-46.671556,20.79,90.91,6.48,40.33,Médio,2025-03-18,1,2
SENSOR-01598,Vale Seguro,-23.258065,-46.628738,36.0,64.79,0.8,32.67,Médio,2025-05-07,4,2
SENSOR-01599,Serra Branca,-23.299876,-46.458506,18.43,35.07,0.5,39.37,Médio,2025-03-22,3,2
SENSOR-01600,Encosta Verde,-23.184116,-46.532661,17.34,93.87,7.44,61.0,Alto,2025-05-16,1,0
SENSOR-01601,Serra Branca,-23.035418,-46.330174,38.53,57.65,6.28,59.34,Médio,2025-04-06,3,2
SENSOR-01602,Vale Seguro,-23.272261,-46.76683,34.28,69.23,0.38,34.2,Médio,2025-04-13,4,2
SENSOR-01603,Morro Azul,-23.347524,-46.683848,25.37,21.77,0.12,63.23,Baixo,2025-03-31,2,1
SENSOR-01604,Serra Branca,-23.194004,-46.396126,33.28,47.84,2.67,36.21,Médio,2025-04-20,3,2
SENSOR-01605,Vale Seguro,-23.397394,-46.582492,24.96,91.67,2.75,52.25,Baixo,2025-04-27,4,1
SENSOR-01606,Colina Alta,-23.209985,-46.624505,32.37,33.78,8.14,63.36,Alto,2025-05-26,0,0
SENSOR-01607,Serra Branca,-23.077539,-46.650889,19.05,93.91,9.43,79.26,Alto,2025-04-11,3,0
SENSOR-01608,Vale Seguro,-23.010621,-46.339314,17.75,68.67,4.72,83.14,Médio,2025-06-02,4,2
SENSOR-01609,Morro Azul,-23.23761,-46.497181,19.13,25.97,2.06,96.13,Baixo,2025-05-19,2,1
SENSOR-01610,Serra Branca,-23.466647,-46.53799,20.85,97.45,6.01,59.84,Médio,2025-05-12,3,2
SENSOR-01611,Morro Azul,-23.283605,-46.750776,17.7,52.19,3.41,4.65,Alto,2025-04-08,2,0
SENSOR-01612,Vale Seguro,-23.422406,-46.547188,28.44,67.84,7.24,57.95,Alto,2025-03-29,4,0
SENSOR-01613,Vale Seguro,-23.382523,-46.542959,37.63,92.21,0.97,0.95,Alto,2025-03-18,4,0
SENSOR-01614,Morro Azul,-23.11435,-46.699032,17.37,60.25,2.21,5.98,Alto,2025-05-12,2,0
SENSOR-01615,Colina Alta,-23.441326,-46.357113,37.49,32.44,2.18,58.85,Baixo,2025-05-04,0,1
SENSOR-01616,Vale Seguro,-23.058273,-46.395438,38.63,71.94,8.83,29.16,Alto,2025-03-19,4,0
SENSOR-01617,Serra Branca,-23.481236,-46.705626,30.27,34.03,8.6,24.43,Alto,2025-04-15,3,0
SENSOR-01618,Morro Azul,-23.068674,-46.487475,31.45,38.63,1.64,95.4,Baixo,2025-03-19,2,1
SENSOR-01619,Vale Seguro,-23.093428,-46.720432,28.4,81.05,7.35,44.31,Alto,2025-05-04,4,0
SENSOR-01620,Encosta Verde,-23.047404,-46.305053,31.83,94.67,2.07,16.13,Alto,2025-05-15,1,0
SENSOR-01621,Encosta Verde,-23.037417,-46.528078,23.92,67.77,6.11,87.7,Médio,2025-03-24,1,2
SENSOR-01622,Serra Branca,-23.366555,-46.499946,15.88,31.92,3.16,43.88,Médio,2025-05-19,3,2
SENSOR-01623,Serra Branca,-23.359236,-46.711569,38.39,30.38,0.21,62.93,Baixo,2025-04-30,3,1
SENSOR-01624,Vale Seguro,-23.173114,-46.678642,21.53,63.74,3.28,7.28,Alto,2025-03-19,4,0
SENSOR-01625,Encosta Verde,-23.275116,-46.486131,18.84,76.74,6.45,4.4,Alto,2025-04-12,1,0
SENSOR-01626,Morro Azul,-23.14858,-46.414575,36.95,33.07,9.89,88.63,Alto,2025-04-12,2,0
SENSOR-01627,Encosta Verde,-23.038982,-46.361081,20.71,20.13,8.55,60.57,Alto,2025-05-26,1,0
SENSOR-01628,Serra Branca,-23.03958,-46.614657,38.41,58.17,6.78,31.69,Médio,2025-03-23,3,2
SENSOR-01629,Morro Azul,-23.058759,-46.551459,20.74,83.22,1.69,14.56,Alto,2025-04-19,2,0
SENSOR-01630,Vale Seguro,-23.072547,-46.618876,24.9,90.11,1.28,32.75,Médio,2025-03-13,4,2
SENSOR-01631,Colina Alta,-23.1259,-46.592501,16.79,20.46,1.09,21.27,Alto,2025-05-18,0,0
SENSOR-01632,Vale Seguro,-23.107968,-46.430097,35.72,77.18,6.77,65.88,Médio,2025-04-12,4,2
SENSOR-01633,Vale Seguro,-23.438535,-46.592246,30.86,67.79,5.88,45.71,Médio,2025-03-24,4,2
SENSOR-01634,Vale Seguro,-23.075151,-46.336869,19.22,80.87,2.8,61.22,Baixo,2025-03-09,4,1
SENSOR-01635,Encosta Verde,-23.194283,-46.362126,19.85,79.27,8.83,81.52,Alto,2025-03-29,1,0
SENSOR-01636,Colina Alta,-23.147059,-46.776028,24.79,46.04,6.11,80.3,Médio,2025-03-15,0,2
SENSOR-01637,Vale Seguro,-23.231062,-46.403488,33.02,87.44,2.95,11.15,Alto,2025-05-02,4,0
SENSOR-01638,Vale Seguro,-23.112648,-46.371841,23.82,74.98,2.63,38.61,Médio,2025-03-14,4,2
SENSOR-01639,Encosta Verde,-23.201933,-46.794638,29.77,76.09,9.22,80.32,Alto,2025-03-12,1,0
SENSOR-01640,Serra Branca,-23.396172,-46.345132,20.34,27.32,8.72,62.21,Alto,2025-05-04,3,0
SENSOR-01641,Morro Azul,-23.011542,-46.721743,37.93,82.98,5.64,38.38,Médio,2025-05-16,2,2
SENSOR-01642,Serra Branca,-23.073895,-46.477099,25.28,20.93,9.81,82.74,Alto,2025-04-03,3,0
SENSOR-01643,Morro Azul,-23.487636,-46.790509,31.45,26.96,8.94,84.5,Alto,2025-04-29,2,0
SENSOR-01644,Serra Branca,-23.351323,-46.454751,18.95,32.87,8.92,81.56,Alto,2025-05-12,3,0
SENSOR-01645,Vale Seguro,-23.469765,-46.685413,26.61,57.95,9.35,99.38,Alto,2025-06-01,4,0
SENSOR-01646,Vale Seguro,-23.034664,-46.357565,38.84,68.1,2.97,89.73,Baixo,2025-03-11,4,1
SENSOR-01647,Morro Azul,-23.078899,-46.650349,21.69,68.79,3.89,54.94,Baixo,2025-03-10,2,1
SENSOR-01648,Encosta Verde,-23.4183,-46.433639,19.06,58.86,6.74,55.84,Médio,2025-05-22,1,2
SENSOR-01649,Morro Azul,-23.253498,-46.412313,16.84,23.92,5.71,63.88,Médio,2025-05-15,2,2
SENSOR-01650,Morro Azul,-23.321978,-46.527747,33.6,32.37,4.66,42.6,Médio,2025-05-10,2,2
SENSOR-01651,Colina Alta,-23.196477,-46.379529,17.48,45.97,3.3,51.66,Baixo,2025-05-14,0,1
SENSOR-01652,Vale Seguro,-23.183058,-46.555271,34.75,54.72,7.62,10.57,Alto,2025-04-09,4,0
SENSOR-01653,Encosta Verde,-23.234645,-46.545568,27.38,49.0,7.75,31.74,Alto,2025-04-17,1,0
SENSOR-01654,Morro Azul,-23.273668,-46.583384,38.57,21.46,5.96,60.72,Médio,2025-05-29,2,2
SENSOR-01655,Serra Branca,-23.09792,-46.776105,24.34,70.15,8.96,38.94,Alto,2025-04-26,3,0
SENSOR-01656,Vale Seguro,-23.196578,-46.307813,29.42,72.66,9.53,26.16,Alto,2025-05-06,4,0
SENSOR-01657,Vale Seguro,-23.201597,-46.744714,17.22,38.66,7.47,49.74,Alto,2025-05-04,4,0
SENSOR-01658,Colina Alta,-23.339417,-46.561954,33.24,22.74,9.68,6.94,Alto,2025-04-28,0,0
SENSOR-01659,Vale Seguro,-23.237259,-46.636428,20.82,30.85,3.84,37.9,Médio,2025-05-06,4,2
SENSOR-01660,Serra Branca,-23.389729,-46.366069,23.14,98.14,8.29,1.72,Alto,2025-04-29,3,0
SENSOR-01661,Encosta Verde,-23.319123,-46.425469,31.71,91.1,0.2,18.3,Alto,2025-03-16,1,0
SENSOR-01662,Encosta Verde,-23.057722,-46.539978,38.49,77.57,2.49,4.34,Alto,2025-05-31,1,0
SENSOR-01663,Encosta Verde,-23.041916,-46.711144,39.42,46.54,6.95,35.79,Médio,2025-03-09,1,2
SENSOR-01664,Colina Alta,-23.189132,-46.737855,24.0,53.2,4.01,27.68,Alto,2025-05-12,0,0
SENSOR-01665,Serra Branca,-23.133278,-46.466216,20.12,68.54,4.39,21.8,Alto,2025-04-20,3,0
SENSOR-01666,Serra Branca,-23.173278,-46.516356,35.33,90.49,8.99,87.82,Alto,2025-04-12,3,0
